domain,label,class
usicomos.org,normal.alexa,0
yvwhkrjkheee.net,,1
hiremecar.com,normal.alexa,0
jenemuxiwej.eu,,1
degreeprobable.net,,1
cheeridea.info,normal.alexa,0
m59hqhxjvkzmqc69oxcvp52a57lsjwp42oxbt.com,,1
xfojxeselhs.info,,1
cinyhyfowig.eu,,1
pisrosompnkmcpz.biz,,1
lmtdhnavsayhui.pw,,1
99btgc02.com,normal.alexa,0
gwhnepictom.com,dga.banjori,1
dealmoon.ca,normal.alexa,0
ghmediatrending.com,normal.alexa,0
skanlacje.pl,normal.alexa,0
conbipel.com,normal.alexa,0
7up.com,normal.alexa,0
rgpqmpyu.info,,1
jnkpfordlinnetavox.com,dga.banjori,1
qedulog.info,,1
savia.es,normal.alexa,0
austinfitmagazine.com,normal.alexa,0
llcrennqsmnx.com,,1
t6fa2190c28bda6c5cfb66aaa4012c29e5.so,,1
bygacpubgk.com,dga.nymaim,1
ad28e52b74ddc1ad8e2202effc0106dd72.to,,1
shipcsx.com,normal.alexa,0
myschoolanywhere.com,normal.alexa,0
blcoefty.net,,1
pagestransport.com,normal.alexa,0
dyldnqcgeaxxo.com,,1
babgfqymkhqg.biz,,1
dilvpjdambqkkjylijyxwgycynriruo.ru,,1
urolulghi.org,,1
tnqzepictom.com,dga.banjori,1
salemchi.com,normal.alexa,0
vplyype.mooo.com,,1
elmalpensante.com,normal.alexa,0
kalvikani.com,normal.alexa,0
mbctocncmnttyuhk.org,,1
udca.edu.co,normal.alexa,0
dcdadfblldmoadbo.com,,1
acommeassure.com,normal.alexa,0
pjytzmvtwtkmjlwnjpguhqfe.net,,1
yazarnet.com,normal.alexa,0
bbguobkdahbwnvlipjcmi.la,,1
webcid.com.br,normal.alexa,0
moderator.az,normal.alexa,0
uppit.com,normal.alexa,0
mnofpnvvhdyontsbuxmfqgpvin.org,,1
innovastore.fi,normal.alexa,0
qda7843423e71eb858791f757ee2c39808.cc,,1
egencia.fr,normal.alexa,0
projectup.net,normal.alexa,0
idceutsaa.ddns.net,,1
premier1supplies.com,normal.alexa,0
alffcfnedfefbfaf.cc,,1
1psmju1r4nbaycbpbys1rjhwm7.net,,1
ergetadobeflashplya.co.uk,,1
phasepenchartdealbootshall.com,,1
zchstos.info,,1
bitcoinhoje.com,normal.alexa,0
husead.com,,1
ecocat-cloud.com,normal.alexa,0
mrgjuva.com,,1
equipmentgroundnetworkdisappointed.com,,1
jjckb.cn,normal.alexa,0
6brogntrlv5xurmwyp.ru,,1
reamview247.com,normal.alexa,0
mhbkbzlgag7a.com,,1
ongdfbkmyoswfwcqw.com,,1
sjq8ojkx36w2a6krs8ivyhc.ddns.net,,1
kangismet.ga,normal.alexa,0
nvvxxej.info,,1
77bt1ilggln44zttjc.com,dga.rovnix,1
indianacareerconnect.com,normal.alexa,0
combatgent.com,normal.alexa,0
1cdg3ekws6k8111v2gflep5hmh.com,,1
migwet52ukys8rft3i.biz,,1
addison-electronique.com,normal.alexa,0
tlal1020.tumblr.com,normal.alexa,0
1pjkujb1w2js8mvgva0jn9351o.org,,1
waeuueiq.biz,,1
yaroshwelcome.com,,1
mtng.org,normal.alexa,0
lifehackbuddy.com,normal.alexa,0
caveradiobroadcasting.com,normal.alexa,0
detskoe-chtenie.livejournal.com,normal.alexa,0
0aac4e6a54c170b0.se,normal.alexa,0
xjoehgca.org,,1
sanyo-chemical.co.jp,normal.alexa,0
leyvscneqpdpbemdtdxsmbkf.ru,,1
culospeludas.com,normal.alexa,0
thuglifeshirts.com,normal.alexa,0
nomadlist.com,normal.alexa,0
smooch.io,normal.alexa,0
fox21news.com,normal.alexa,0
alfaplan.ru,normal.alexa,0
acordabrasil.org,normal.alexa,0
mercateo.co.uk,normal.alexa,0
intownsuites.com,normal.alexa,0
nsv.pl,normal.alexa,0
hollisterco.ca,normal.alexa,0
yi8iqh2roabjiw8f1g.biz,,1
j1a5gsry9lqvsqe.net,,1
isccc.gov.cn,normal.alexa,0
dupnicanews.eu,normal.alexa,0
78qtavuvq2odw47py2y.ddns.net,,1
jspezopefchi.com,,1
dc-swat.ru,normal.alexa,0
hbvmeqw.com,,1
v3nnx3r2kttnc.net,,1
seo-tw.org,normal.alexa,0
biowarestore.com,normal.alexa,0
mvxshmmovmdgufsfa.com,,1
iu45.com,normal.alexa,0
912358.com,normal.alexa,0
gusvfjbufmnsbrnqjbst.nu,,1
twogemwmpkv.org,,1
kooboo-cms.ru,normal.alexa,0
diaocsaithanh.vn,normal.alexa,0
autowanda.pl,normal.alexa,0
edotntrexplore.net,,1
tanyo-shinkin.co.jp,normal.alexa,0
placementyogi.com,normal.alexa,0
sundance.tv,normal.alexa,0
1w0k54k1kdog313jmtun1mnrzfu.biz,,1
xhatnh.com,,1
1h6rht51ln6wcj11ug29x1u86ini.net,,1
xn--ffbe-ok4cfg6a4d6ec55ab02aje9814eklxbe28ci,normal.alexa,0
dokqkcjlxsqextem.eu,,1
borsaeimmobili.com,normal.alexa,0
aonmxqnlvcsayum.info,,1
bluemuffinstudio.com.au,normal.alexa,0
ayelrgetadobeflashp.co.uk,,1
ledarsidorna.se,normal.alexa,0
xqobysp.info,,1
residentialarchitect.com,normal.alexa,0
gnnojmmuiujk.com,,1
ocularplus.com,normal.alexa,0
kijow.pl,normal.alexa,0
vottdwsrebyl.xyz,,1
healthybliss.net,normal.alexa,0
crmdynamics.ca,normal.alexa,0
firniybrciljqtdgy.tw,,1
jdvphbh.com,,1
gnkduluz.org,,1
starsshops.ml,normal.alexa,0
lrswl.com,normal.alexa,0
auto-doplnky.com,normal.alexa,0
wallpapercoo.com,normal.alexa,0
ozfelrgsatwcp6fq41.net,,1
w222nc3dmwvgwifr6k1n3m8jw.net,,1
pikhuerttaofif.com,,1
dabudutou.cc,normal.alexa,0
solarplaza.com,normal.alexa,0
koceijoz.ru,dga.pushdo,1
fotohelp.kz,normal.alexa,0
host-stage.net,normal.alexa,0
gvokkwoilobj.com,,1
bmx-arakawa.com,normal.alexa,0
groupxxxvideo.com,normal.alexa,0
economicsonline.co.uk,normal.alexa,0
klxibt.info,,1
10wxqsk5wghtf12prsdhl4s2t0.net,dga.post,1
yrcvxkqumod.com,,1
a9da3ceb77987c84ad89a8abd021fc72.info,,1
interioor.xyz,normal.alexa,0
ql2beb5pb9eud.com,,1
lanka99.com,normal.alexa,0
xfdpvnqqpceyryf.com,,1
nutri-site.com,normal.alexa,0
oreredoltntexp.info,,1
bikemagazine.com.br,normal.alexa,0
yqbkapkmh.com,,1
samaafm.com,normal.alexa,0
fmobkmbdalbenfln.net,,1
serwispcb.pl,normal.alexa,0
kaiojjpkxexkeyjpocc.org,dga.qakbot,1
rodp.org,normal.alexa,0
theme77.com,normal.alexa,0
eqjzxljlskibibuzizlnknovxw.biz,,1
heitafta.ru,,1
mobilevaluer.com,normal.alexa,0
jhqrqvhqnambjv.me,,1
onemanga.com,normal.alexa,0
maimaicha.com,normal.alexa,0
mndxgayhlvfieqvoqwlfirwhuge.ru,,1
peptiko.gr,normal.alexa,0
fmr.is,normal.alexa,0
5ewin.com,normal.alexa,0
merajob.in,normal.alexa,0
ah13km1t2cc7u1kz43zpn4a37g.net,,1
aykugmkkskiceckagb.sh,,1
protect0r.com,normal.alexa,0
gwcgyjxewqrs.co.uk,,1
esjpprht.net,dga.conficker,1
fucktvchannel.com,normal.alexa,0
emanuelavolpicelli.com,normal.alexa,0
terex-group.ru,normal.alexa,0
wtdxfqyxkthjah.com,,1
thienbang.com,normal.alexa,0
67nhgq1rz5sawd9v2a51ycr7x5.net,,1
haoav03.com,normal.alexa,0
two2travel.com,normal.alexa,0
vita.mn,normal.alexa,0
ns1.dnsfor18.net,,1
myhobbypoint.ru,normal.alexa,0
moc.gov.vn,normal.alexa,0
bfonts.com,normal.alexa,0
eermorcajanunal.com,dga.banjori,1
orbisaccess.co.uk,normal.alexa,0
tavernabrillo.se,normal.alexa,0
nhc-living.de,normal.alexa,0
laskarqq.com,normal.alexa,0
tiendaatlas.com,normal.alexa,0
xxiipb.ru,,1
za8fe3a1d60ae1d3548d24141727e30c95.cn,,1
sakata.lg.jp,normal.alexa,0
lf93b4ccf92d8fe9a2735a847c40c360fd.ws,,1
milanstyle.com,normal.alexa,0
iudtggciv6a11xdk3u.com,dga.rovnix,1
sqrmqw.mooo.com,,1
x44756903a029b9c58dcb410c3e9c5f06b.in,,1
lnoialitydevonianizuwb.com,dga.banjori,1
tyjivyzuw.com,,1
planetii.com,normal.alexa,0
backtrack.org.cn,normal.alexa,0
motot.net,normal.alexa,0
martinsvillebulletin.com,normal.alexa,0
emsiwysgkgoeuwca.org,,1
bankkaufmann.com,normal.alexa,0
lcrcvpfufqdr.org,,1
layergetadobefplash.net,,1
citicsf.com,normal.alexa,0
xupnlqpl5z712ji5a0jb8mvv.net,,1
xousmrugzxhqdjbskgqzdwsmraeiz.ru,,1
thega-filmpalast.de,normal.alexa,0
artajjgyyqctvhsvva.com,,1
drivethrucards.com,normal.alexa,0
tkjugirlxrbgwrmtxq.org,,1
momodesign.com,normal.alexa,0
ns1.backdates14.net,,1
arch7b1fanedel7.ddns.net,,1
yvgpefmfmx.ru,,1
clfxptwyifllasonf.jp,,1
olsimiufciocva.ddns.net,,1
ldmdddfcfaomcdde.com,,1
sangar.ee,normal.alexa,0
deguate.net,normal.alexa,0
qguqsksqsuicymae.org,,1
jetbrains.ru,normal.alexa,0
sdic.com.cn,normal.alexa,0
acuity.com,normal.alexa,0
hockeyshop4u.nl,normal.alexa,0
kaanavriu.ddns.net,,1
gxsydmcnqxekvejc.eu,,1
igtytbymh.com,,1
andaluciaimmobilier.com,normal.alexa,0
hearokru.ru,,1
nrnsllaabettingk.com,dga.banjori,1
ljsxvtspkumtysxl.com,,1
upch.edu.pe,normal.alexa,0
kingmasti.net,normal.alexa,0
maharta.com,normal.alexa,0
cmucxjrlpjwmbjvxcfonypojay.ru,,1
7shqnwdev4x2.net,,1
crustore.org,normal.alexa,0
vapexpress.net,normal.alexa,0
eyvlnugozh.com,,1
maketea.co.uk,normal.alexa,0
gqyiiceooqomcecw.org,,1
gaqezoz.info,,1
antara-club.ru,normal.alexa,0
2f3pbdk9pur2a3z.com,,1
brqnkjcclond.ru,,1
westendframe.com,normal.alexa,0
ipyds8irq2alcbc6wdan7n5.ddns.net,,1
rlgdofpsfj.org,,1
kaufmann-marketing.com,normal.alexa,0
lxczxjbnjwgnvucuovsvwukqowc.ru,,1
holiday-villas.ru,normal.alexa,0
janan.co.uk,normal.alexa,0
bakchodi.in,normal.alexa,0
cloverpad.org,normal.alexa,0
govtjobs.co.in,normal.alexa,0
wotqwgtdxrhkrkmn.biz,,1
xn--t8jt42gqtkcqhl9i.com,normal.alexa,0
propagandanet.com.br,normal.alexa,0
fabula.org,normal.alexa,0
ebjnstru.com,,1
uoxn5g1c2mp1q1q2y3af16jlp9i.net,,1
gz163.cn,normal.alexa,0
amadmfhkxhsgax.com,,1
uuhkrasildeafeninguvuc.com,,1
ksbvomrlxkw.com,,1
ayergetadobelflashp.co.uk,,1
afroterminal.com,normal.alexa,0
ucp.br,normal.alexa,0
xrqhzczq.eu,,1
tollywoodtimes.com,normal.alexa,0
4h53rvrhz2lzg.net,,1
searchfmn.com,normal.alexa,0
qexwikal.net,,1
ajhgcwz.net,,1
mqoilznyplwikpkt.biz,,1
shangdun.org,normal.alexa,0
ftpsearch.co,normal.alexa,0
aquavivere.gr,normal.alexa,0
ziraatyatirim.com.tr,normal.alexa,0
ipqfode.org,,1
xyeakc.com,,1
hyipsmonitor.ru,normal.alexa,0
vrhxinalcentricem.com,,1
uca.edu.sv,normal.alexa,0
hseexpert.com,normal.alexa,0
forgotify.com,normal.alexa,0
wqqcmk.org,,1
rcm.gov.co,normal.alexa,0
twinsdaily.com,normal.alexa,0
8utq84tphhnm4sjm16qd65cd.net,,1
edoola.com,normal.alexa,0
nvmn2nhm0ew61c3l64p1rebs3q.org,,1
edotntexprlore.net,,1
earthtechproducts.com,normal.alexa,0
thewhistleblowers.info,normal.alexa,0
appmethod.com,normal.alexa,0
qiherbs.com,normal.alexa,0
necessaryenough.net,,1
zfibllaabettingk.com,dga.banjori,1
fehsavmngps.com,,1
bigcirc.ru,normal.alexa,0
muzscu.com,,1
c7ir7hzbpvk7t812ej.ru,,1
ptytvsirdxodyirbikvpjfm.ru,,1
emekkitap.com,normal.alexa,0
brownlinker.com,normal.alexa,0
viral-gallery.co,normal.alexa,0
fms5hq1633f27ql3upy14urdws.com,,1
bgaivew.info,,1
editeur-correcteur-relecteur.fr,normal.alexa,0
ywrksnyoqikq74.com,,1
pjsevz.biz,,1
adobeftlashplayerge.net,,1
iepcmachuslazaroqok.com,dga.banjori,1
kboqjlhk.com,,1
xdahancorml.com,dga.banjori,1
tourkikanea.gr,normal.alexa,0
rvjytfkqjafs.com,,1
ujoqrdco.org,,1
xikiquvi.ru,,1
e-ciencia.com,normal.alexa,0
pnqclaedmavju.com,,1
yqjt.cn,normal.alexa,0
playvision.ru,normal.alexa,0
ns1.backdates8.info,,1
riverbuytipbusyboxfinddump.com,,1
wifekill.net,,1
hitoduma-douga.jp,normal.alexa,0
zsqwxnhvuqh.ws,,1
cxvcguxm.tv,,1
uifrkofdpnxvkbqhmizmnfquw.biz,,1
fpj90j1whja1633dy2n1143bvg.net,,1
njjjhlpmlhm.com,,1
ebibleteacher.com,normal.alexa,0
online-zoom.ru,normal.alexa,0
riddenneedle.net,,1
thebrokersite.com,normal.alexa,0
xpg5ii2axbygldia2x.cn,,1
journeyadvance.net,,1
fpiiiologistbikerepil.com,,1
layer-grosshandel.de,normal.alexa,0
govisually.com,normal.alexa,0
stegu.fr,normal.alexa,0
liderform.com.tr,normal.alexa,0
chambermusicsociety.org,normal.alexa,0
pxqyuc.com,,1
qp7pf61c1lj64pdc6b.net,,1
yejsagk.info,,1
bucsdugout.com,normal.alexa,0
foguqah.net,,1
ssj3y54kzsn310thrbf1nd15r1.com,,1
awmqvinskycattederifg.com,,1
vouchercloud.ie,normal.alexa,0
inkyhotmess.com,normal.alexa,0
nuiakagibf.pl,,1
defloration.com,normal.alexa,0
sweetskin.ru,normal.alexa,0
unibel.by,normal.alexa,0
sapjiologistbikerepil.com,dga.banjori,1
v49y3o52vk1a.net,,1
rtaiwanr.com,normal.alexa,0
yzzkrzyxdsas1uusl2fo4g6jf.com,,1
gitodemos.com,normal.alexa,0
classicshorts.com,normal.alexa,0
15pm5371x1i4qxsr3guz1xqc918.com,,1
ejlepvo.info,,1
wygaumiq.info,,1
edoflkfaddccdadc.eu,,1
kmslkhxoaqrejn.com,dga.ramnit,1
g0ktgrensdqvo8mxs85xsx7.ddns.net,,1
roadiesx3winner.in,normal.alexa,0
ifmdwnc.com,,1
rxdykitfujry.su,,1
arabailan.gen.tr,normal.alexa,0
pakhousejobs.pk,normal.alexa,0
12g8j6hkbqb7h19q6ev815yfi2s.net,,1
gmukamqnbqgwdzhpguhedx.ru,,1
lc-net.biz,normal.alexa,0
feed2all.se,normal.alexa,0
eiplrprtspxcymrkbcmlzmzxl.ru,,1
v1sqdw1cqu8jll20iuipr2w6p.com,dga.post,1
haradyr.top,,1
cheapcruises.com,normal.alexa,0
steelsparrow.com,normal.alexa,0
fpvcb.com,,1
fromagee.jp,normal.alexa,0
damagesortlogbringinstall.com,,1
iurxovtfehqivw.tw,,1
eyemagazine.com,normal.alexa,0
uznieq.net,,1
iafsikieyjjqmpgp.eu,,1
phpcaptcha.org,normal.alexa,0
yfscmd.info,,1
fzokfslhlb.info,,1
mbtmag.com,normal.alexa,0
maxikovy-hracky.cz,normal.alexa,0
seasonsinkattemptarisemark.com,,1
awskererwyatanb.com,,1
knifejudgemarketmaintain.com,,1
177yld9meh7oq1obaefzpnaok5.biz,,1
clwhyhhsbbbc.biz,dga.tinba,1
8nbecxoupzyaxr6o6t.net,,1
gnulinuxvagos.es,normal.alexa,0
actiondrone.kr,normal.alexa,0
shadowblockz.com,normal.alexa,0
aprendendocomtiacelia.blogspot.com.br,normal.alexa,0
stableinvestor.com,normal.alexa,0
ns1.dnsfor11.info,,1
focalclick.com,normal.alexa,0
cvbohbaojbw.so,,1
liblkcpub.com,,1
hrpnmvpyholmrkjy.info,,1
vdkhewycjaqh.co.uk,dga.cryptolocker,1
1cubxft8yw6bu1s7kveq1yaxri5.org,,1
pewdkvtdlxsgqyayn.cc,,1
jozkameo.ru,,1
audiomobilshop.com,normal.alexa,0
arionradio.com,normal.alexa,0
owmcepictom.com,,1
texotela.co.uk,normal.alexa,0
iusmomuamiewqgoo.org,dga.ramdo,1
poshta-stat.tk,normal.alexa,0
tubemature.xxx,normal.alexa,0
freegamer.info,normal.alexa,0
securitycouncilreport.org,normal.alexa,0
1vmtnshpxsozmhioxg8smh542.net,,1
spicejet.com,normal.alexa,0
guud.info,normal.alexa,0
hitoduma.pink,normal.alexa,0
shamelookcowattractindicate.com,,1
guitoqseet.ddns.net,,1
rule.la,normal.alexa,0
babu.tw,normal.alexa,0
lcqnejjfrjfoellisofquyq.com,dga.qakbot,1
rakuten.co.id,normal.alexa,0
viralindie.com,normal.alexa,0
augsburgladies.de,normal.alexa,0
xhutcgyqmnejmjpjh.xyz,,1
celia-voyance.com,normal.alexa,0
cw.edu,normal.alexa,0
jhpcndrifafi.net,,1
bomba.md,normal.alexa,0
qxpdtshmepsx.com,dga.tinba,1
seradom.fr,normal.alexa,0
icmusatformalisticirekb.com,dga.banjori,1
rosettastone.eu,normal.alexa,0
pfbdvli.info,,1
pvznnbjfitvggjgvwemnhvnnb.org,,1
ntemkemh.org,,1
essiebutton.com,normal.alexa,0
wihjvmq.eu,,1
swifbuxorcojbpoznjaynrcyhiov.ru,,1
snacvaeaqgltupq.com,,1
hzusxwvvct.info,,1
xrf0lh1qtgtqtqa5mhk6ep40w.net,,1
7t5rvh2rka6bux1ett.net,dga.rovnix,1
nimmljldrxqqvyxcne.cx,,1
aljabbarthistle.com,normal.alexa,0
dailyverses.net,normal.alexa,0
bb7k941eik7m2evm55b19b5r7g.net,,1
mgqcus6ki4mg.org,,1
p43axehbglvkfjks.org,,1
1jspyxuvyfs27jolq6a0o.ddns.net,,1
nhkrilqppkwuwrt.info,,1
m96dfeaf92f9c78709e3cca4c2eed4cdaf.tk,,1
lwszxtlvcmvqhibywsgkzuemiz.biz,,1
mkifizfdhxyp.com,,1
tenyo.co.jp,normal.alexa,0
onlinelessonvideos.com,normal.alexa,0
kogtetochki.net,normal.alexa,0
ussemqsqmckigeec.org,,1
acer.hu,normal.alexa,0
vietnamgold.com.vn,normal.alexa,0
rotoviz.com,normal.alexa,0
ezrafq.com,,1
f58.ru,normal.alexa,0
kncfylmdw.org,,1
mahamayaresidency.in,normal.alexa,0
gmamjmvfthkedvdtur.su,,1
goldenbarrel.com,normal.alexa,0
pvpfberkdxszxlhxbmrdkvhq.ru,,1
maldivesindependent.com,normal.alexa,0
sporting.com.ar,normal.alexa,0
qfapyrwlwf.top,,1
pokpokpdx.com,normal.alexa,0
yalwbcegd.info,,1
cheapcycleparts.com,normal.alexa,0
toezezwrn.info,,1
ducbcbxef.tv,,1
hfbvpcwdz.com,,1
lgxmlinx.org,,1
usffcu.org,normal.alexa,0
pnwshnbg.com,,1
brooklynstore.com.ua,normal.alexa,0
bootiemashup.com,normal.alexa,0
taninepasargad.ir,normal.alexa,0
mcsuwkqcwymsyugq.org,,1
jojo-animation.com,normal.alexa,0
ph-linz.at,normal.alexa,0
vkusnierezepty.ru,normal.alexa,0
pasch-net.de,normal.alexa,0
fxjhtlas.com,,1
klytkrqhale.top,,1
mebgbfx3egtidg2sqqjaohpg.com,dga.post,1
layerpgetadobeflash.co.uk,,1
prele.com.mx,normal.alexa,0
imaginecommunications.com,normal.alexa,0
oxfordcompany.gr,normal.alexa,0
cjpmqgeisgf.com,,1
123articleonline.com,normal.alexa,0
la2ad11f0e4baad21f020feb9b7b8d8c42.cn,,1
makejyk.info,,1
googel.com,normal.alexa,0
bramwebinar.com,normal.alexa,0
vitaegowihid.ddns.net,,1
jeuneavecado.ci,normal.alexa,0
championsleaguefinals.com,normal.alexa,0
maxlead.nl,normal.alexa,0
amh.tmall.com,normal.alexa,0
ji21a7heyn7iggrs.net,,1
gaiz.com,normal.alexa,0
scmpyyk.eu,,1
valic.me,normal.alexa,0
basicuse.net,normal.alexa,0
fastcompany.com,normal.alexa,0
bigmennews.com,normal.alexa,0
menselijk-lichaam.com,normal.alexa,0
elcapitanslow.com,normal.alexa,0
nomutuk.info,,1
yf7gepfswkx28ik3xn.net,,1
wpzee.com,normal.alexa,0
gqoiioougcwuyoau.org,,1
hackreleases.com,normal.alexa,0
bifix.jp,normal.alexa,0
torsunov.ru,normal.alexa,0
pedalconsumption.com,normal.alexa,0
lklocuuewuzxqwnjb.net,,1
sxrexqqppzfpvgnen.net,,1
fcfq.coop,normal.alexa,0
yleogvs.info,,1
fymnmjozkvxoscptxgdukkbsc.ru,,1
aloe-vera-bio.info,normal.alexa,0
mypilotpro.com,normal.alexa,0
zsqdto.cn,,1
sohbetodalarim.net,normal.alexa,0
savenuggets.com,normal.alexa,0
radiothermostat.com,normal.alexa,0
sega-mj.net,normal.alexa,0
aksqwuajtp.net,,1
qgq8qoike8e8.org,,1
rcrrpvdchq.net,,1
tradestudy.cn,normal.alexa,0
wqxspnyi.net,,1
2wypk66dgjwxa3kj.ru,,1
mrooms.org,normal.alexa,0
linxsupply.com,normal.alexa,0
k1q6x4z4c0zz118jj9khdna1u.biz,,1
lspccif.info,,1
hyhmqofmhqamvcivzdobrsjrjfmr.com,,1
iuqdgnnoxsvy.com,,1
nabujdpnfubgmsa1.com,,1
oiihj4yczo.net,,1
vumatwg.info,,1
lwvohio.org,normal.alexa,0
eudict.com,normal.alexa,0
curanet.dk,normal.alexa,0
ns1.backdates16.info,,1
sailaiya.cn,normal.alexa,0
vfa325bc104126c7b87d946c85ccdb3d43.ws,,1
utdanning.no,normal.alexa,0
thelincolndc.com,normal.alexa,0
foodieone.com,normal.alexa,0
mamakspecial.com,normal.alexa,0
caramelyyy.com,normal.alexa,0
qouhfg.com,,1
australiazoo.com.au,normal.alexa,0
viedit.com,normal.alexa,0
cockneyrhymingslang.co.uk,normal.alexa,0
jmnmxleiwolko.biz,,1
unilever.nl,normal.alexa,0
maesellefrictionlessv.com,,1
sexyonline.com.br,normal.alexa,0
comprasdavivienda.com,normal.alexa,0
blog-silverstar.info,normal.alexa,0
technologyreview.es,normal.alexa,0
triodos.nl,normal.alexa,0
visualhierarchy.co,normal.alexa,0
uqeifyjmemgpvkgb.eu,,1
wvkhahofm.top,,1
slwa.wa.gov.au,normal.alexa,0
oiyjhtzr.info,,1
golf5forum.fr,normal.alexa,0
rgetadobeflashpleay.co.uk,,1
lafwlylob.ru,,1
cinecafenow.com,normal.alexa,0
cinelahar.com,normal.alexa,0
edortntexplore.info,,1
oekdanv.eu,,1
lwsmnhz.org,,1
soctracker.com,normal.alexa,0
myqmanerraticallyqozaw.com,,1
tramclub.org,normal.alexa,0
1vjesktt5efzf1jpiisb1y5c2xs.com,,1
ratkeaho.ru,,1
faderplay.com,normal.alexa,0
mundmische.de,normal.alexa,0
nyrwdyxwb.ru,,1
commentzonemanufacturing.com,,1
yitnktf.info,,1
ura.ge,normal.alexa,0
zik.ua,normal.alexa,0
1kuaswunu40cf1mav2ib1kcxhcx.net,,1
dstop10.in,normal.alexa,0
tcj.com,normal.alexa,0
xuqifyr.info,,1
twisen.com,normal.alexa,0
agambeumw.ddns.net,,1
gonomot.com,normal.alexa,0
better-mag-soratemplates.blogspot.in,normal.alexa,0
lymemod.info,dga.simda,1
jnup.gov.cn,normal.alexa,0
onlyself.ru,normal.alexa,0
sai0fs2na6banmsh.org,,1
qblqhlcvxgvfem.com,,1
fywkgnglodnjraf.work,,1
antoniobanderasfragrances.com,normal.alexa,0
wa2e95a07b781070e9adc9e8e4841894e6.to,,1
sjaara.com,,1
1awmlrl6x7u0zmnninr1qawiue.com,,1
vzkkvzoq.eu,,1
outspot.at,normal.alexa,0
yonderbound.com,normal.alexa,0
91kangkang.com,normal.alexa,0
ctguvupgbyco.ru,dga.tinba,1
krgtvlpmmbcqfh.tw,dga.ranbyus,1
peterson.fr,normal.alexa,0
gegenerators.com,normal.alexa,0
joblink.co.jp,normal.alexa,0
sparkasse-dueren.de,normal.alexa,0
reckless.com,normal.alexa,0
word-online-count.com,normal.alexa,0
nhkkhvnlhjqeluiw.eu,,1
h1.ru,normal.alexa,0
worldsoft-mail.net,normal.alexa,0
xxxymovies.com,normal.alexa,0
vx0u3dhz48uacq9q9u6pcot2.biz,,1
happy-soul.net,normal.alexa,0
vvdyestnessbiophysicalohax.com,dga.banjori,1
ayaamo.org,,1
lineapelle-fair.it,normal.alexa,0
jded.fm,normal.alexa,0
flierwhose.net,,1
kwdktk.net,,1
jgtunk9avkle.net,,1
4971qc1c2tz551dp6uez2wq762.com,,1
toneleisure.com,normal.alexa,0
moneytalk.tokyo,normal.alexa,0
cfi.co,normal.alexa,0
todomoda.mx,normal.alexa,0
uyttuo.net,,1
songunder.net,,1
odgrqjvymxofstvmrvt.com,,1
alora.es,normal.alexa,0
faststream.gov.uk,normal.alexa,0
frwwkrpnkvig.com,,1
xmqunsygtxxmhgyh.eu,,1
sabuidablyhoosieraw.com,dga.banjori,1
wityms.net,,1
tgl.ru,normal.alexa,0
artkiev.com,normal.alexa,0
uhctddxibjlp.biz,,1
1jju4vhuz9cma1rvsby1vby58y.net,,1
duxiu.com,normal.alexa,0
jobekapa.ru,,1
gibsoninnovations.com,normal.alexa,0
grixsunglasses.com,normal.alexa,0
e-aidem.com,normal.alexa,0
huajiao.com,normal.alexa,0
qykfcjuei.com,,1
ipernity.com,normal.alexa,0
itams.com,normal.alexa,0
clbmovfrhdmyao.net,,1
lurvearchive.tumblr.com,normal.alexa,0
hfzolgxibym.net,,1
repelisonline.net,normal.alexa,0
bitzfree.com,normal.alexa,0
tpzcancorml.com,dga.banjori,1
vzfydzw.dynserv.com,,1
jvswbymvdabesxcivkobeihkbyxws.com,,1
sofatutor.com,normal.alexa,0
e31a0b233b280f6244799911cf2816ac.org,,1
ambitionroomkillcommentcomplicated.com,,1
eu-verbraucher.de,normal.alexa,0
fusaka.com.br,normal.alexa,0
teen-maniacs.com,normal.alexa,0
b1dxmx2uotqyip8crq.com,,1
mysouljourney.tumblr.com,normal.alexa,0
lifafivqzc.top,,1
neuroaidacv.com,normal.alexa,0
americansview.com,normal.alexa,0
babyalarm-test.dk,normal.alexa,0
wkgtxqgivmlbgsazfiaxbej.biz,,1
16a24ff803221432ccaaf3924a3cab8a.org,,1
rdvjczixevdy.net,,1
meghdadit.com,normal.alexa,0
hwkjofa.net,,1
ccainternational.com,normal.alexa,0
vlsearch.org,normal.alexa,0
analytics-research.ru,normal.alexa,0
vaxfpyvwnhkbiyohcgu.com,,1
rabbitrehome.org.uk,normal.alexa,0
dkfpvkzcizfuddxdobpdfu.ru,,1
sblljtxfcjfuyuck.eu,,1
ns1.backdates7.biz,,1
mileniuminternational.com,normal.alexa,0
btrmrav.com,,1
lacie.jp,normal.alexa,0
3space.info,normal.alexa,0
kingwateranticipatepenslight.com,,1
megustaescribir.com,normal.alexa,0
vmikhailov.com,normal.alexa,0
airportlink.com.au,normal.alexa,0
oplileneed.ddns.net,,1
clubbingspain.com,normal.alexa,0
zkyjvre.cc,,1
costcobusinesssavings.com,normal.alexa,0
1yauxy3e9a36dm3fq1uozv6i.com,,1
kiqcunscgkqx1o5y1hx1fr9j41.org,dga.post,1
mybusinesstravel.ru,normal.alexa,0
jei3rulougrvv.net,,1
bullseyenation.com,normal.alexa,0
birdskorea.org,normal.alexa,0
kufkgtgkuqj24v2x3s.com,,1
